Name,Realm,Level,Class,Race,Rank,AQ,AP,Alt?,Main,iLvl,Last Login,Raider.io,Armory,Logs
Lemontart,darkspear,80,Warlock,Blood Elf,Waxing Moon,3996.0,33285.0,True,Olgítsa,135,2026-02-24 15:29:01,https://raider.io/characters/eu/darkspear/lemontart,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/lemontart,https://www.warcraftlogs.com/character/eu/darkspear/lemontart
Faron,terokkar,80,Death Knight,Highmountain Tauren,Half Moon,3123.0,26425.0,True,Elspeth,581,2025-12-06 19:45:56,https://raider.io/characters/eu/terokkar/faron,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/faron,https://www.warcraftlogs.com/character/eu/terokkar/faron
Margoroth,terokkar,80,Demon Hunter,Night Elf,Half Moon,3143.0,26575.0,True,Elspeth,565,2025-12-06 19:44:27,https://raider.io/characters/eu/terokkar/margoroth,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/margoroth,https://www.warcraftlogs.com/character/eu/terokkar/margoroth
Dïzturbéd,saurfang,51,Death Knight,Draenei,Half Moon,2551.0,22325.0,True,Diztruction,55,2026-02-09 12:06:35,https://raider.io/characters/eu/saurfang/dïzturbéd,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/dïzturbéd,https://www.warcraftlogs.com/character/eu/saurfang/dïzturbéd
Aoras,terokkar,80,Paladin,Lightforged Draenei,Active Moon,2296.0,19620.0,True,Aras,151,2026-01-23 22:50:35,https://raider.io/characters/eu/terokkar/aoras,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/aoras,https://www.warcraftlogs.com/character/eu/terokkar/aoras
Battosai,darkspear,80,Demon Hunter,Blood Elf,Waxing Moon,3996.0,33285.0,True,Olgítsa,142,2026-02-24 15:18:40,https://raider.io/characters/eu/darkspear/battosai,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/battosai,https://www.warcraftlogs.com/character/eu/darkspear/battosai
Perenelle,terokkar,80,Warlock,Nightborne,Half Moon,3124.0,26430.0,True,Elspeth,585,2025-12-06 19:54:09,https://raider.io/characters/eu/terokkar/perenelle,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/perenelle,https://www.warcraftlogs.com/character/eu/terokkar/perenelle
Shabbella,saurfang,80,Paladin,Human,Officer Alt,3161.0,26160.0,True,Shabba,740,2025-11-21 21:08:54,https://raider.io/characters/eu/saurfang/shabbella,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/shabbella,https://www.warcraftlogs.com/character/eu/saurfang/shabbella
Gwendy,terokkar,80,Death Knight,Human,New Moon,2480.0,19575.0,False,Gwendy,102,2026-03-05 20:07:58,https://raider.io/characters/eu/terokkar/gwendy,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/gwendy,https://www.warcraftlogs.com/character/eu/terokkar/gwendy
Notthatdeep,darkspear,90,Demon Hunter,Night Elf,New Moon,3591.0,29325.0,True,Doragon,223,2026-03-16 14:28:22,https://raider.io/characters/eu/darkspear/notthatdeep,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/notthatdeep,https://www.warcraftlogs.com/character/eu/darkspear/notthatdeep
Plentymore,darkspear,80,Paladin,Blood Elf,New Moon,3846.0,31395.0,False,Plentymore,104,2026-01-29 16:13:13,https://raider.io/characters/eu/darkspear/plentymore,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/plentymore,https://www.warcraftlogs.com/character/eu/darkspear/plentymore
Wintermoon,bloodfeather,80,Paladin,Human,Active Moon,661.0,5915.0,True,Aztella,481,2025-12-15 02:34:55,https://raider.io/characters/eu/bloodfeather/wintermoon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/wintermoon,https://www.warcraftlogs.com/character/eu/bloodfeather/wintermoon
Jayveeshka,terokkar,80,Warrior,Lightforged Draenei,New Moon,934.0,7190.0,False,Jayveeshka,102,2026-02-22 15:42:02,https://raider.io/characters/eu/terokkar/jayveeshka,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/jayveeshka,https://www.warcraftlogs.com/character/eu/terokkar/jayveeshka
Ðemonicæ,terokkar,68,Demon Hunter,Night Elf,New Moon,1697.0,14340.0,False,Ðemonicæ,58,2026-02-08 11:36:04,https://raider.io/characters/eu/terokkar/ðemonicæ,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/ðemonicæ,https://www.warcraftlogs.com/character/eu/terokkar/ðemonicæ
Sorra,terokkar,80,Mage,Dark Iron Dwarf,Half Moon,3144.0,26580.0,True,Elspeth,574,2025-12-06 20:57:25,https://raider.io/characters/eu/terokkar/sorra,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/sorra,https://www.warcraftlogs.com/character/eu/terokkar/sorra
Sollas,bloodfeather,80,Paladin,Dwarf,New Moon,1823.0,14635.0,True,Talasha,583,2025-12-12 23:27:13,https://raider.io/characters/eu/bloodfeather/sollas,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/sollas,https://www.warcraftlogs.com/character/eu/bloodfeather/sollas
Orbitculture,executus,90,Druid,Night Elf,Full Moon,426.0,3520.0,False,Orbitculture,239,2026-03-16 01:35:24,https://raider.io/characters/eu/executus/orbitculture,https://worldofwarcraft.blizzard.com/en-gb/character/eu/executus/orbitculture,https://www.warcraftlogs.com/character/eu/executus/orbitculture
Khadgay,bloodfeather,80,Mage,Human,Half Moon,1894.0,15040.0,True,Talasha,583,2026-01-18 01:54:43,https://raider.io/characters/eu/bloodfeather/khadgay,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/khadgay,https://www.warcraftlogs.com/character/eu/bloodfeather/khadgay
Felyeah,saurfang,33,Demon Hunter,Night Elf,New Moon,3126.0,26005.0,True,Shabba,115,2025-11-10 20:45:20,https://raider.io/characters/eu/saurfang/felyeah,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/felyeah,https://www.warcraftlogs.com/character/eu/saurfang/felyeah
Mattdaemón,saurfang,90,Demon Hunter,Night Elf,Waxing Moon,2330.0,18465.0,False,Mattdaemón,228,2026-03-15 23:36:43,https://raider.io/characters/eu/saurfang/mattdaemón,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/mattdaemón,https://www.warcraftlogs.com/character/eu/saurfang/mattdaemón
Whops,terokkar,80,Demon Hunter,Blood Elf,Half Moon,4237.0,35215.0,True,Troyster,106,2026-03-06 18:51:44,https://raider.io/characters/eu/terokkar/whops,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/whops,https://www.warcraftlogs.com/character/eu/terokkar/whops
Iciclé,terokkar,80,Priest,Nightborne,Waxing Moon,4237.0,35215.0,True,Troyster,102,2026-03-06 18:54:36,https://raider.io/characters/eu/terokkar/iciclé,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/iciclé,https://www.warcraftlogs.com/character/eu/terokkar/iciclé
Marlaw,shattered-hand,90,Shaman,Kul Tiran,Waxing Moon,1295.0,10765.0,False,Marlaw,203,2026-03-15 22:07:20,https://raider.io/characters/eu/shattered-hand/marlaw,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/marlaw,https://www.warcraftlogs.com/character/eu/shattered-hand/marlaw
Shadowcurse,bloodfeather,72,Priest,Draenei,New Moon,3019.0,26290.0,True,Neltharen,361,2025-11-21 22:32:35,https://raider.io/characters/eu/bloodfeather/shadowcurse,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/shadowcurse,https://www.warcraftlogs.com/character/eu/bloodfeather/shadowcurse
Raana,bloodfeather,75,Warrior,Draenei,New Moon,644.0,5335.0,False,Raana,75,2026-03-03 15:24:32,https://raider.io/characters/eu/bloodfeather/raana,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/raana,https://www.warcraftlogs.com/character/eu/bloodfeather/raana
Kathilin,bloodfeather,17,Warlock,Blood Elf,New Moon,10.0,60.0,False,Kathilin,34,2025-11-23 23:27:05,https://raider.io/characters/eu/bloodfeather/kathilin,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/kathilin,https://www.warcraftlogs.com/character/eu/bloodfeather/kathilin
Stunted,terokkar,80,Paladin,Dwarf,Half Moon,2629.0,20425.0,True,Theblueguy,102,2026-02-21 20:03:17,https://raider.io/characters/eu/terokkar/stunted,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/stunted,https://www.warcraftlogs.com/character/eu/terokkar/stunted
Zhalgor,burning-steppes,88,Warlock,Void Elf,Half Moon,911.0,7065.0,False,Zhalgor,182,2026-03-14 20:43:15,https://raider.io/characters/eu/burning-steppes/zhalgor,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/zhalgor,https://www.warcraftlogs.com/character/eu/burning-steppes/zhalgor
Férnando,darkspear,90,Death Knight,Draenei,Full Moon,2564.0,20750.0,False,Férnando,222,2026-03-11 18:35:01,https://raider.io/characters/eu/darkspear/férnando,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/férnando,https://www.warcraftlogs.com/character/eu/darkspear/férnando
Dïana,azjolnerub,80,Demon Hunter,Night Elf,Full Moon,2151.0,19210.0,True,Molnia,125,2026-01-27 15:43:58,https://raider.io/characters/eu/azjolnerub/dïana,https://worldofwarcraft.blizzard.com/en-gb/character/eu/azjolnerub/dïana,https://www.warcraftlogs.com/character/eu/azjolnerub/dïana
Brayyjex,darkspear,87,Druid,Worgen,Waxing Moon,2735.0,23750.0,False,Brayyjex,174,2026-03-15 17:31:23,https://raider.io/characters/eu/darkspear/brayyjex,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/brayyjex,https://www.warcraftlogs.com/character/eu/darkspear/brayyjex
Igonbuy,burning-steppes,82,Shaman,Orc,Half Moon,219.0,1980.0,False,Igonbuy,130,2026-03-02 14:04:46,https://raider.io/characters/eu/burning-steppes/igonbuy,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/igonbuy,https://www.warcraftlogs.com/character/eu/burning-steppes/igonbuy
Lyssra,burning-steppes,88,Death Knight,Dwarf,Half Moon,506.0,3495.0,False,Lyssra,184,2026-03-14 20:42:35,https://raider.io/characters/eu/burning-steppes/lyssra,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/lyssra,https://www.warcraftlogs.com/character/eu/burning-steppes/lyssra
Rutth,terokkar,80,Druid,Worgen,New Moon,3147.0,26585.0,True,Elspeth,583,2025-12-07 18:06:11,https://raider.io/characters/eu/terokkar/rutth,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/rutth,https://www.warcraftlogs.com/character/eu/terokkar/rutth
Necrofrodo,darkspear,90,Death Knight,Human,Full Moon,2451.0,19555.0,True,Mechafrodo,241,2026-03-16 13:59:40,https://raider.io/characters/eu/darkspear/necrofrodo,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/necrofrodo,https://www.warcraftlogs.com/character/eu/darkspear/necrofrodo
Troopmourne,moonglade,80,Death Knight,Dwarf,New Moon,3703.0,30260.0,True,Troopp,655,2026-01-03 07:06:01,https://raider.io/characters/eu/moonglade/troopmourne,https://worldofwarcraft.blizzard.com/en-gb/character/eu/moonglade/troopmourne,https://www.warcraftlogs.com/character/eu/moonglade/troopmourne
Kareina,terokkar,80,Hunter,Vulpera,New Moon,3212.0,26985.0,True,Elspeth,111,2026-01-23 22:25:46,https://raider.io/characters/eu/terokkar/kareina,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/kareina,https://www.warcraftlogs.com/character/eu/terokkar/kareina
Spellslinger,terokkar,90,Mage,Dracthyr,Super Moon,2711.0,21145.0,True,Theblueguy,237,2026-03-15 15:58:16,https://raider.io/characters/eu/terokkar/spellslinger,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/spellslinger,https://www.warcraftlogs.com/character/eu/terokkar/spellslinger
Sagart,bloodfeather,80,Priest,Void Elf,New Moon,1842.0,14695.0,True,Talasha,614,2025-12-18 00:28:53,https://raider.io/characters/eu/bloodfeather/sagart,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/sagart,https://www.warcraftlogs.com/character/eu/bloodfeather/sagart
Malcorn,saurfang,80,Mage,Void Elf,New Moon,1402.0,11475.0,True,Dismas,93,2026-03-14 10:07:08,https://raider.io/characters/eu/saurfang/malcorn,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/malcorn,https://www.warcraftlogs.com/character/eu/saurfang/malcorn
Triqs,darkspear,80,Shaman,Dark Iron Dwarf,Half Moon,182.0,1670.0,False,Triqs,645,2025-12-31 17:42:01,https://raider.io/characters/eu/darkspear/triqs,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/triqs,https://www.warcraftlogs.com/character/eu/darkspear/triqs
Wyra,terokkar,80,Warrior,Draenei,New Moon,3188.0,26890.0,True,Elspeth,510,2025-12-22 22:19:55,https://raider.io/characters/eu/terokkar/wyra,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/wyra,https://www.warcraftlogs.com/character/eu/terokkar/wyra
Waria,bloodfeather,80,Warrior,Pandaren,Half Moon,1894.0,15040.0,True,Talasha,586,2026-01-18 20:47:18,https://raider.io/characters/eu/bloodfeather/waria,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/waria,https://www.warcraftlogs.com/character/eu/bloodfeather/waria
Sneeseism,tarren-mill,80,Warrior,Tauren,Waxing Moon,1089.0,9895.0,True,Sneezydk,167,2026-02-27 15:17:21,https://raider.io/characters/eu/tarren-mill/sneeseism,https://worldofwarcraft.blizzard.com/en-gb/character/eu/tarren-mill/sneeseism,https://www.warcraftlogs.com/character/eu/tarren-mill/sneeseism
Satanistic,terokkar,80,Death Knight,Dark Iron Dwarf,Half Moon,2000.0,17460.0,True,Zarramon,118,2026-03-11 19:47:21,https://raider.io/characters/eu/terokkar/satanistic,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/satanistic,https://www.warcraftlogs.com/character/eu/terokkar/satanistic
Aruun,darkspear,90,Mage,Draenei,Half Moon,370.0,3025.0,False,Aruun,219,2026-03-16 09:54:30,https://raider.io/characters/eu/darkspear/aruun,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/aruun,https://www.warcraftlogs.com/character/eu/darkspear/aruun
Blackwater,darkspear,80,Warrior,Human,New Moon,1828.0,15530.0,True,Fistdance,128,2026-03-15 20:15:05,https://raider.io/characters/eu/darkspear/blackwater,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/blackwater,https://www.warcraftlogs.com/character/eu/darkspear/blackwater
Kryon,bladefist,90,Warrior,Draenei,New Moon,1524.0,11905.0,False,Kryon,193,2026-03-15 00:08:29,https://raider.io/characters/eu/bladefist/kryon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bladefist/kryon,https://www.warcraftlogs.com/character/eu/bladefist/kryon
Stabby,burning-steppes,90,Rogue,Night Elf,Half Moon,2147.0,17300.0,False,Stabby,226,2026-03-09 08:41:33,https://raider.io/characters/eu/burning-steppes/stabby,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/stabby,https://www.warcraftlogs.com/character/eu/burning-steppes/stabby
Olgaki,darkspear,80,Demon Hunter,Blood Elf,New Moon,3923.0,32605.0,True,Olgítsa,655,2026-01-12 13:02:10,https://raider.io/characters/eu/darkspear/olgaki,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/olgaki,https://www.warcraftlogs.com/character/eu/darkspear/olgaki
Moltarn,saurfang,80,Shaman,Dark Iron Dwarf,New Moon,2322.0,19125.0,False,Moltarn,127,2026-02-25 14:51:23,https://raider.io/characters/eu/saurfang/moltarn,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/moltarn,https://www.warcraftlogs.com/character/eu/saurfang/moltarn
Noratix,darkspear,84,Warlock,Gnome,Half Moon,123.0,1030.0,False,Noratix,128,2026-03-16 06:42:56,https://raider.io/characters/eu/darkspear/noratix,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/noratix,https://www.warcraftlogs.com/character/eu/darkspear/noratix
Elementalism,darkspear,80,Shaman,Dwarf,New Moon,4002.0,33330.0,True,Olgítsa,115,2026-02-26 19:36:06,https://raider.io/characters/eu/darkspear/elementalism,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/elementalism,https://www.warcraftlogs.com/character/eu/darkspear/elementalism
Loq,bloodfeather,80,Priest,Human,New Moon,2165.0,16480.0,True,Buq,140,2026-02-28 23:24:04,https://raider.io/characters/eu/bloodfeather/loq,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/loq,https://www.warcraftlogs.com/character/eu/bloodfeather/loq
Ioannis,darkspear,90,Paladin,Human,Active Moon,4093.0,34000.0,True,Olgítsa,228,2026-03-15 20:54:58,https://raider.io/characters/eu/darkspear/ioannis,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/ioannis,https://www.warcraftlogs.com/character/eu/darkspear/ioannis
Ramplock,burning-steppes,90,Warlock,Void Elf,Half Moon,1077.0,10200.0,True,Ramppo,227,2026-03-10 22:17:39,https://raider.io/characters/eu/burning-steppes/ramplock,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/ramplock,https://www.warcraftlogs.com/character/eu/burning-steppes/ramplock
Yoq,bloodfeather,90,Death Knight,Human,New Moon,2212.0,16770.0,True,Buq,229,2026-03-16 13:25:03,https://raider.io/characters/eu/bloodfeather/yoq,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/yoq,https://www.warcraftlogs.com/character/eu/bloodfeather/yoq
Voiddemon,darkspear,80,Demon Hunter,Void Elf,New Moon,1862.0,15895.0,False,Voiddemon,96,2026-02-25 11:24:35,https://raider.io/characters/eu/darkspear/voiddemon,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/voiddemon,https://www.warcraftlogs.com/character/eu/darkspear/voiddemon
Demonioo,terokkar,80,Demon Hunter,Void Elf,New Moon,2910.0,24910.0,False,Demonioo,130,2026-02-25 19:11:42,https://raider.io/characters/eu/terokkar/demonioo,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/demonioo,https://www.warcraftlogs.com/character/eu/terokkar/demonioo
Deathglaive,darkspear,80,Demon Hunter,Void Elf,Half Moon,3247.0,28155.0,True,Inferii,135,2026-02-26 17:20:59,https://raider.io/characters/eu/darkspear/deathglaive,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/deathglaive,https://www.warcraftlogs.com/character/eu/darkspear/deathglaive
Artrog,darkspear,90,Rogue,Human,Full Moon,1398.0,12225.0,False,Artrog,205,2026-03-14 11:47:25,https://raider.io/characters/eu/darkspear/artrog,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/artrog,https://www.warcraftlogs.com/character/eu/darkspear/artrog
Frathia,saurfang,81,Priest,Void Elf,Waxing Moon,3933.0,32555.0,False,Frathia,135,2026-03-14 20:16:10,https://raider.io/characters/eu/saurfang/frathia,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/frathia,https://www.warcraftlogs.com/character/eu/saurfang/frathia
Grimstorm,bloodfeather,90,Shaman,Dark Iron Dwarf,Full Moon,760.0,7050.0,False,Grimstorm,227,2026-03-16 00:21:16,https://raider.io/characters/eu/bloodfeather/grimstorm,https://worldofwarcraft.blizzard.com/en-gb/character/eu/bloodfeather/grimstorm,https://www.warcraftlogs.com/character/eu/bloodfeather/grimstorm
Froglover,darkspear,90,Hunter,Night Elf,Full Moon,1296.0,10825.0,False,Froglover,223,2026-03-09 21:48:02,https://raider.io/characters/eu/darkspear/froglover,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/froglover,https://www.warcraftlogs.com/character/eu/darkspear/froglover
Jax,korgall,80,Warrior,Human,New Moon,1457.0,12535.0,False,Jax,70,2026-03-04 17:15:56,https://raider.io/characters/eu/korgall/jax,https://worldofwarcraft.blizzard.com/en-gb/character/eu/korgall/jax,https://www.warcraftlogs.com/character/eu/korgall/jax
Aql,terokkar,33,Paladin,Human,Waxing Moon,108.0,1030.0,False,Aql,30,2026-02-27 22:50:00,https://raider.io/characters/eu/terokkar/aql,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/aql,https://www.warcraftlogs.com/character/eu/terokkar/aql
Caress,darkspear,80,Hunter,Night Elf,Full Moon,3265.0,28290.0,True,Inferii,131,2026-03-05 23:28:55,https://raider.io/characters/eu/darkspear/caress,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/caress,https://www.warcraftlogs.com/character/eu/darkspear/caress
Yannah,terokkar,80,Demon Hunter,Void Elf,New Moon,1950.0,16495.0,False,Yannah,125,2026-03-09 20:11:50,https://raider.io/characters/eu/terokkar/yannah,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/yannah,https://www.warcraftlogs.com/character/eu/terokkar/yannah
Mikkedoos,darkspear,83,Mage,Void Elf,Active Moon,2822.0,24650.0,True,Aradeni,124,2026-03-15 23:58:13,https://raider.io/characters/eu/darkspear/mikkedoos,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/mikkedoos,https://www.warcraftlogs.com/character/eu/darkspear/mikkedoos
Iwilldevouru,saurfang,59,Demon Hunter,Void Elf,Half Moon,2264.0,19175.0,False,Iwilldevouru,52,2026-02-26 23:32:59,https://raider.io/characters/eu/saurfang/iwilldevouru,https://worldofwarcraft.blizzard.com/en-gb/character/eu/saurfang/iwilldevouru,https://www.warcraftlogs.com/character/eu/saurfang/iwilldevouru
Malerica,darkspear,80,Mage,Blood Elf,Full Moon,671.0,6535.0,False,Malerica,111,2026-03-16 13:50:31,https://raider.io/characters/eu/darkspear/malerica,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/malerica,https://www.warcraftlogs.com/character/eu/darkspear/malerica
Xenari,darkspear,80,Priest,Draenei,Waxing Moon,675.0,6570.0,True,Malerica,59,2026-03-16 01:07:27,https://raider.io/characters/eu/darkspear/xenari,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/xenari,https://www.warcraftlogs.com/character/eu/darkspear/xenari
Willems,terokkar,90,Paladin,Human,Full Moon,142.0,1345.0,False,Willems,208,2026-03-15 20:56:05,https://raider.io/characters/eu/terokkar/willems,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/willems,https://www.warcraftlogs.com/character/eu/terokkar/willems
Khaom,darkspear,90,Demon Hunter,Void Elf,Full Moon,1061.0,9080.0,False,Khaom,218,2026-03-08 21:43:47,https://raider.io/characters/eu/darkspear/khaom,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/khaom,https://www.warcraftlogs.com/character/eu/darkspear/khaom
Darqvoid,terokkar,80,Demon Hunter,Void Elf,Officer Alt,2464.0,21495.0,True,Darq,115,2026-02-20 21:59:30,https://raider.io/characters/eu/terokkar/darqvoid,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/darqvoid,https://www.warcraftlogs.com/character/eu/terokkar/darqvoid
Igonbuye,burning-steppes,80,Paladin,Human,New Moon,219.0,1980.0,False,Igonbuye,101,2026-03-01 22:18:30,https://raider.io/characters/eu/burning-steppes/igonbuye,https://worldofwarcraft.blizzard.com/en-gb/character/eu/burning-steppes/igonbuye,https://www.warcraftlogs.com/character/eu/burning-steppes/igonbuye
Chumlord,terokkar,90,Warrior,Human,Full Moon,147.0,1380.0,False,Chumlord,231,2026-03-16 00:22:18,https://raider.io/characters/eu/terokkar/chumlord,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/chumlord,https://www.warcraftlogs.com/character/eu/terokkar/chumlord
Silverlocks,shattered-hand,80,Paladin,Human,Waxing Moon,2204.0,18635.0,False,Silverlocks,80,2026-02-27 20:12:14,https://raider.io/characters/eu/shattered-hand/silverlocks,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/silverlocks,https://www.warcraftlogs.com/character/eu/shattered-hand/silverlocks
Kenaichi,shattered-hand,80,Monk,Blood Elf,New Moon,157.0,1550.0,False,Kenaichi,92,2026-03-13 22:17:18,https://raider.io/characters/eu/shattered-hand/kenaichi,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/kenaichi,https://www.warcraftlogs.com/character/eu/shattered-hand/kenaichi
Lemontärt,darkspear,89,Warlock,Void Elf,Waxing Moon,4093.0,34000.0,True,Olgítsa,173,2026-03-15 20:10:43,https://raider.io/characters/eu/darkspear/lemontärt,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/lemontärt,https://www.warcraftlogs.com/character/eu/darkspear/lemontärt
Rurouni,darkspear,88,Demon Hunter,Void Elf,Full Moon,4089.0,33960.0,True,Olgítsa,174,2026-03-15 14:46:11,https://raider.io/characters/eu/darkspear/rurouni,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/rurouni,https://www.warcraftlogs.com/character/eu/darkspear/rurouni
Voidie,terokkar,43,Demon Hunter,Void Elf,Half Moon,1420.0,11980.0,False,Voidie,35,2026-02-25 22:04:23,https://raider.io/characters/eu/terokkar/voidie,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/voidie,https://www.warcraftlogs.com/character/eu/terokkar/voidie
Drienella,darkspear,49,Mage,Lightforged Draenei,Half Moon,544.0,4540.0,False,Drienella,29,2026-03-02 13:51:26,https://raider.io/characters/eu/darkspear/drienella,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/drienella,https://www.warcraftlogs.com/character/eu/darkspear/drienella
Troopslayer,moonglade,80,Demon Hunter,Night Elf,Officer Alt,3738.0,30490.0,True,Troopp,145,2026-02-26 17:32:46,https://raider.io/characters/eu/moonglade/troopslayer,https://worldofwarcraft.blizzard.com/en-gb/character/eu/moonglade/troopslayer,https://www.warcraftlogs.com/character/eu/moonglade/troopslayer
Mornatix,darkspear,36,Warrior,Night Elf,Waxing Moon,118.0,980.0,True,Noratix,25,2026-03-12 20:20:22,https://raider.io/characters/eu/darkspear/mornatix,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/mornatix,https://www.warcraftlogs.com/character/eu/darkspear/mornatix
Bongex,shattered-hand,80,Monk,Pandaren,Waxing Moon,162.0,1615.0,False,Bongex,86,2026-03-16 12:10:18,https://raider.io/characters/eu/shattered-hand/bongex,https://worldofwarcraft.blizzard.com/en-gb/character/eu/shattered-hand/bongex,https://www.warcraftlogs.com/character/eu/shattered-hand/bongex
Corwin,terokkar,90,Rogue,Night Elf,Full Moon,231.0,2155.0,False,Corwin,194,2026-03-15 21:52:13,https://raider.io/characters/eu/terokkar/corwin,https://worldofwarcraft.blizzard.com/en-gb/character/eu/terokkar/corwin,https://www.warcraftlogs.com/character/eu/terokkar/corwin
Passiflora,darkspear,22,Priest,Void Elf,Half Moon,1252.0,10515.0,True,Froglover,13,2026-03-02 19:43:30,https://raider.io/characters/eu/darkspear/passiflora,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/passiflora,https://www.warcraftlogs.com/character/eu/darkspear/passiflora
Nallo,darkspear,16,Monk,Human,New Moon,1771.0,15405.0,False,Nallo,10,2026-03-03 17:48:16,https://raider.io/characters/eu/darkspear/nallo,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/nallo,https://www.warcraftlogs.com/character/eu/darkspear/nallo
Jerremelerry,darkspear,90,Shaman,Dark Iron Dwarf,Full Moon,1874.0,16870.0,True,Ecologicjer,224,2026-03-15 17:22:52,https://raider.io/characters/eu/darkspear/jerremelerry,https://worldofwarcraft.blizzard.com/en-gb/character/eu/darkspear/jerremelerry,https://www.warcraftlogs.com/character/eu/darkspear/jerremelerry
